id,Lon,Lat,IsoCorrAnomaly,MeanCurv,SI_TopoIso,LAB,LAB_LitMod,LAB_LitMod_Aus17,LAB_AN1,Moho,Moho_AN1,Moho_AN1_Aus17_Afr,Moho_LitMod_Aus17_Afr,Moho_Lloyd_Aus17_Afr,Moho_AN1_Shen_Aus17_Afr,Topo,Tectonics,Ridge,Transform,Trench,YoungRift,Volcanos,MagAnomaly,Sus,Sus_AN1,Sus_AN1_Aus17_Afr,Sus_LitMod_Aus17_Afr,Sus_Lloyd_Aus17_Afr,Sus_AN1_Shen_Aus17_Afr,Bz5,Bz400,Curie,Methane,IceTopography
122503,100.50473,28.5,-30.27911101,-0.014763547,-0.667073395,128.6553181,128.6553181,128.6553181,128.6553181,57.11971514,57.11971514,57.11971514,57.11971514,57.11971514,57.11971514,4472.6897,3,1540.14663,212.6301571,386.6526731,502.5225983,417.3096692,-26.10830504,0.004811352,0.004799459,0.004799459,0.004799459,0.004799459,0.004799459,-15.56516278,2.573143953,40.84979723,1855.758242,0
122504,101.07256,28.5,-20.88400174,-0.010827844,-0.79703793,127.7832464,127.7832464,127.7832464,127.7832464,57.08564673,57.08564673,57.08564673,57.08564673,57.08564673,57.08564673,3756.640804,3,1557.74936,252.2646928,440.9939937,541.2486112,445.5296696,-26.85431189,0.004811594,0.004788472,0.004788472,0.004788472,0.004788472,0.004788472,-13.41111625,2.28338374,41.69778325,1854.344351,0
122505,101.64038,28.5,-8.13976342,-0.007392823,-0.726160185,126.1651268,126.1651268,126.1651268,126.1651268,56.76099182,56.76099182,56.76099182,56.76099182,56.76099182,56.76099182,3873.377203,3,1576.19406,293.484825,495.4607028,581.0969736,481.2466878,-24.76317787,0.005006612,0.004984085,0.004984085,0.004984085,0.004984085,0.004984085,1.182393047,2.126905076,42.69721914,1853.064815,0
123108,84.722662,29,47.33154944,0.024827604,0.261095615,111.6200625,111.6200625,111.6200625,111.6200625,61.51110338,61.51110338,61.51110338,61.51110338,61.51110338,61.51110338,4908.54308,1,1929.028949,1240.96042,135.1719374,97.82520993,840.5171752,99999,0.004015948,0.003994814,0.003994814,0.003994814,0.003994814,0.003994814,-31.45218389,-2.229933708,38.01568405,1850.0731,0
123109,85.293185,29,28.80669528,0.019963064,0.223399407,109.7274455,109.7274455,109.7274455,109.7274455,64.38368877,64.38368877,64.38368877,64.38368877,64.38368877,64.38368877,5359.667099,1,1894.512307,1189.61335,143.4530784,68.55167728,868.7209437,99999,0.003836701,0.003803681,0.003803681,0.003803681,0.003803681,0.003803681,-25.81674395,-2.054318827,35.66465724,1849.272647,0
123110,85.863708,29,11.93591901,0.015844877,0.197738756,103.7829356,103.7829356,103.7829356,103.7829356,66.11604742,66.11604742,66.11604742,66.11604742,66.11604742,66.11604742,4959.8256,1,1861.08679,1138.629988,158.3282472,44.81741575,898.9900372,99999,0.003735866,0.003699131,0.003699131,0.003699131,0.003699131,0.003699131,-62.51105365,-1.798500666,34.42260579,1846.666775,0
123111,86.434231,29,2.723360613,0.012411476,0.177476855,95.53440098,95.53440098,95.53440098,95.53440098,67.20003981,67.20003981,67.20003981,67.20003981,67.20003981,67.20003981,4962.789507,1.434231,1828.281718,1087.853441,176.952973,24.23294568,931.9583122,99999,0.004167568,0.004142207,0.004142207,0.004142207,0.004142207,0.004142207,-106.1498143,-1.440967898,33.01205925,1843.034287,0
123112,87.004754,29,-4.086101294,0.009431521,0.15547802,92.88730644,92.88730644,92.88730644,92.88730644,68.04932152,68.04932152,68.04932152,68.04932152,68.04932152,68.04932152,5141.958263,2.004754,1797.748038,1037.455459,197.6749453,40.73022878,965.7982001,87115.43216,0.004114716,0.004089238,0.004089238,0.004089238,0.004089238,0.004089238,-98.0661484,-0.963647508,31.56402112,1841.130268,0
123113,87.575277,29,-10.96540592,0.006553542,0.122271731,91.80545189,91.80545189,91.80545189,91.80545189,68.8258657,68.8258657,68.8258657,68.8258657,68.8258657,68.8258657,5024.476562,2.575277,1767.849066,987.2799409,216.0166741,55.98814134,1002.544457,68863.28653,0.004069094,0.00404483,0.00404483,0.00404483,0.00404483,0.00404483,-39.7421677,-0.354583433,31.9480007,1839.484028,0
123114,88.1458,29,-15.51955501,0.004101313,0.084034217,96.2195293,96.2195293,96.2195293,96.2195293,69.32507332,69.32507332,69.32507332,69.32507332,69.32507332,69.32507332,4750.144001,3,1740.1787,938.2434821,216.9009908,31.304463,1023.812287,26335.61783,0.004284183,0.004250184,0.004250184,0.004250184,0.004250184,0.004250184,-11.80852914,0.353107324,32.10999769,1838.052009,0
123115,88.716323,29,-13.30040479,0.00235353,0.05246129,99.9147229,99.9147229,99.9147229,99.9147229,69.49222517,69.49222517,69.49222517,69.49222517,69.49222517,69.49222517,4715.85303,3,1713.481788,889.5747816,219.2022189,19.31245551,999.9906536,-71.14998528,0.004273869,0.004243484,0.004243484,0.004243484,0.004243484,0.004243484,-30.80133354,1.127210357,31.62534782,1837.441382,0
