dataset,id,Lon,Lat,HF,IsoCorrAnomaly,MeanCurv,SI_TopoIso,LAB,LAB_LitMod,LAB_LitMod_Aus17,LAB_AN1,Moho,Moho_AN1,Moho_AN1_Aus17_Afr,Moho_LitMod_Aus17_Afr,Topo,Tectonics,Ridge,Transform,Trench,YoungRift,Volcanos,MagAnomaly,Sus,Sus_AN1,Sus_AN1_Aus17_Afr,Sus_LitMod_Aus17_Afr,Bz5,Bz400,Curie,Methane,IceTopography,x,y
train,2524,121.5,-32,35.709,-40.67709732,-0.017656053,-0.8365241,195.4763336,195.4763336,188.9056396,195.4763336,35.33499908,35.33499908,37.34000015,37.34000015,383.2500002,1,1872.5,3239.5,2281.5,1944,2013.609558,3.381663442,0.019795881,0.019831558,0.018841608,0.018841608,-15.42790031,2.551599979,68.81248856,1802.442505,0,-780326,6378711
train,2525,121.5,-31.5,36.863,-31.52564716,-0.015116458,-0.797723276,205.0193176,205.0193176,202.324646,205.0193176,35.47999954,35.47999954,36.18000031,36.18000031,356.7499998,1,1928,3184,2226,1965,2037.750549,-1.616067648,0.019881053,0.019902568,0.019473155,0.019473155,-0.460774779,1.764799953,71.7442627,1803.777954,0,-787415,6434815
train,2526,121.5,-31,39.886,-22.37419701,-0.013617973,-0.725632133,211.3109207,211.3109207,211.4130859,211.3109207,36.06500053,36.06500053,36.76499939,36.76499939,385.4999999,1,1984,3128.5,2170.5,1988.5,2061.891541,-24.45770729,0.021727372,0.021756164,0.021488628,0.021488628,16.15457726,1.011999965,74.67603683,1804.728455,0,-794407,6490939
train,2527,122,-32,40.877,-53.93696213,-0.018718037,-0.895151418,198.8576202,198.8576202,186.6560059,198.8576202,35.30500031,35.30500031,38.51000023,38.51000023,292,1,1875,3237.5,2284.5,1900.5,1970.69104,-16.58846802,0.018064365,0.018088026,0.016586085,0.016586085,-53.31974792,1.94749999,67.69889069,1803.194,0,-732547,6384674
train,2528,122,-31.5,30.696,-34.87880707,-0.016657016,-0.880792075,206.8981705,206.8981705,198.6727295,206.8981705,35.56500053,35.56500053,37.95499992,37.95499992,333.7500002,1,1930.5,3182,2229,1921.5,1995.092041,-11.00415313,0.015495617,0.015502819,0.014658446,0.014658446,-55.95175171,1.12530005,70.67139053,1804.501953,0,-739358,6440729
train,2529,122.5,-28.5,40.402,-15.83943415,-0.006720936,-0.508508834,211.6308441,211.6308441,224.5762939,211.6308441,39.00999832,39.00999832,41.91999817,41.91999817,516.4999998,1,2266,2846,1899,2036,2103.878418,-2.235764503,0.022352186,0.022330208,0.020767837,0.020767837,-35.4667511,-0.704370022,78.8381176,1803.512939,0,-728632,6782797
train,2530,123,-21,57.997,-3.004485607,0.00445648,0.307130871,189.3007622,189.3007622,158.6678925,189.3007622,34.09000015,34.09000015,37.98749924,37.98749924,280.0000002,1,2613.75,2010.75,1075.75,1684.75,1352.756958,-23.59063435,0.013934194,0.013940244,0.01244319,0.01244319,-30.14049912,-5.980800152,49.19212341,1785.596252,0,-754005,7630307
train,2531,123,-19.5,53.386,1.18433398,0.002864745,0.196611503,172.9418716,172.9418716,163.4558105,172.9418716,32.92000008,32.92000008,33.57500076,33.57500076,136,1,2463.5,1844,911.25,1545.5,1187.257507,49.40911865,0.013263973,0.013272004,0.013037628,0.013037628,-47.01525116,-7.210100174,49.80448723,1781.807495,0,-766426,7799116
train,2532,123,-18,65.864,10.47796917,0.006696474,0.616852431,156.797348,156.797348,187.1384888,156.797348,32.86750031,32.86750031,33.74999952,33.74999952,54.24999998,2,2316,1677,746.9249878,1411,1022.09198,-26.36598098,0.013295956,0.013329586,0.012994067,0.012994067,-32.99674988,-7.462100029,53.40494919,1790.745758,0,-777969,7968023
train,2533,124,-20.5,61.823,-10.03398728,-0.002640398,-0.198316688,190.5193558,190.5193558,157.1303711,190.5193558,34.71000099,34.71000099,36.53999901,36.53999901,263.2500001,1,2520,1956.5,1040.5,1696.5,1313.942505,-72.84292603,0.013678673,0.013669508,0.012995541,0.012995541,24.03649902,-8.609199524,48.71951675,1784.323486,0,-652360,7694112
train,2534,124,-19,54.726,13.03776836,0.002880807,0.282157521,165.7363167,165.7363167,176.2154541,165.7363167,33.96249962,33.96249962,35.56250095,35.56250095,182.75,2,2367.75,1790,878.5249939,1562.5,1150.980957,-30.64352202,0.012867405,0.012881842,0.012269447,0.012269447,6.639075279,-8.924699783,50.88998413,1785.977753,0,-663422,7862494
train,2535,124,-17.5,61.973,21.19929361,0.011477922,0.800729569,155.0050812,155.0050812,207.826416,155.0050812,33.87999916,33.87999916,32.35999966,32.35999966,74.24999991,2,2217.5,1623.5,716.7999878,1422.5,989.4130249,-7.560835401,0.013079186,0.013098057,0.01387406,0.01387406,-37.93025208,-8.613200188,61.44935036,1791.547485,0,-673679,8030951
validation,2536,124.5,-17.5,54.424,16.05202293,0.011314867,0.746215279,157.2929077,157.2929077,213.6618652,157.2929077,34.38999939,34.38999939,34.86999893,34.86999893,47.49999996,2,2194,1626,731.0999756,1448,996.5420227,0.021253508,0.012319146,0.012327828,0.01214797,0.01214797,-34.66550064,-8.781399727,69.44408894,1791.385986,0,-619822,8034027
train,2537,124.5,-17,59.404,20.3255043,0.012822012,0.72306097,156.8574371,156.8574371,215.8563538,156.8574371,34.55500031,34.55500031,35.68499947,35.68499947,109.4999999,2,2144,1571,678.0499878,1400.5,942.0830078,-13.26318935,0.017517575,0.017529109,0.016984662,0.016984662,-46.19775009,-8.564200401,74.48547745,1792.963989,0,-622905,8090118
train,2538,125,-18.5,52.951,10.60371208,0.006153018,0.687805897,163.0832825,163.0832825,190.8564148,163.0832825,35.00499916,35.00499916,38.23000145,38.23000145,77.99999999,2,2274,1743,854.5,1571.5,1114.333008,-12.40549231,0.011024332,0.011022673,0.010109261,0.010109261,10.99272537,-9.189299583,67.41289711,1787.997009,0,-559932,7924932
train,2539,125,-18,67.738,10.98682308,0.008765749,0.716764522,161.6430626,161.6430626,204.1547241,161.6430626,34.98499966,34.98499966,37.77750015,37.77750015,131.75,2,2223,1687.75,801.1499939,1523.75,1058.978027,-20.78659656,0.01120502,0.01120911,0.010329134,0.010329134,-17.52281952,-8.888500214,73.51425171,1790.226746,0,-563025,7980939
train,2540,125.5,-20,79.663,5.681130409,-0.001171199,-0.232638401,185.6165695,185.6165695,170.9438477,185.6165695,35.76499939,35.76499939,36.19999886,36.19999886,226.9999999,2,2409.5,1915,1028.100006,1734,1286.619995,-69.71504021,0.011270819,0.011275166,0.01123863,0.01123863,-108.6669998,-10.15100002,54.38619614,1781.985474,0,-497275,7760058
train,2541,126,-26,47.42,-30.1685257,-0.007969467,-0.513590357,187.6357269,187.6357269,228.3566895,187.6357269,39.04500008,39.04500008,47.02750015,47.02750015,468.5,1,2521.25,2584.25,1684,1930.25,1953.802979,151.8541355,0.02190845,0.021860464,0.018078297,0.018078297,157.9774933,3.336600065,76.09123993,1796.096008,0,-402998,7093056
train,2542,127,-19.5,62.903,7.982851505,0.003190669,0.43956847,197.4373016,197.4373016,185.4241028,197.4373016,36.95499992,36.95499992,37.70499992,37.70499992,356.75,2,2307,1889,1030,1600.5,1260.013489,-69.61836624,0.017149267,0.017151214,0.016667539,0.016667539,-6.62452507,-7.456799984,67.86023903,1786.085999,0,-341592,7824144
train,2543,127.5,-20.5,76.202,3.75638485,0.002175317,0.698400588,197.166626,197.166626,186.8739624,197.166626,36.99000168,36.99000168,35.97999954,35.97999954,330.7500001,1,2400,2009,1153,1670,1381.894257,-71.3431015,0.012156421,0.012163644,0.012498248,0.012498248,-80.83574677,-8.361100197,63.87520409,1784.620972,0,-283733,7715151
train,2544,127.5,-20,58.659,11.24416304,0.003396167,0.536057071,198.784729,198.784729,187.928833,198.784729,37.20499992,37.20499992,37.22999954,37.22999954,285,1,2346,1955,1101.5,1621.5,1328.435486,-74.92931366,0.011394868,0.011395986,0.01153935,0.01153935,0.444750309,-7.416200161,65.90078545,1785.568481,0,-286271,7770847
train,2545,128,-21,62.15,-5.715246201,0.002844652,0.640934031,188.1557045,188.1557045,191.0737305,188.1557045,37.25500011,37.25500011,37.83250046,37.83250046,394.25,1,2442.25,2076.5,1224,1697.25,1448.843994,-59.8424387,0.010683223,0.010697346,0.010609777,0.010609777,-160.8925018,-8.014300346,63.78651428,1785.82724,0,-228858,7661841
train,2546,129,-31.5,54.385,-40.9690609,-0.024355975,-0.667148062,148.9853134,148.9853134,160.8253174,148.9853134,36.59000015,36.59000015,37.71500015,37.71500015,106.5,1,1922,3236.5,2354.5,1327,1416.052002,112.9742775,0.025555335,0.025557311,0.024934228,0.024934228,38.88574982,8.050700188,63.24263763,1801.268494,0,-70262,6499347
train,2547,129,-31,56.662,-40.46575928,-0.027286076,-0.723365423,163.5086975,163.5086975,171.1156158,163.5086975,36.88249969,36.88249969,40.03999996,40.03999996,148.25,1,1977.5,3182.25,2301.75,1356.75,1446.437012,39.51577926,0.025351124,0.025340823,0.023338561,0.023338561,-32.27474976,7.505199909,65.55301666,1803.336517,0,-73291,6554903
train,2548,129.5,-31.5,56.877,-41.55238342,-0.023631167,-0.633376753,148.0697174,148.0697174,160.3896484,148.0697174,37.06999969,37.06999969,38.38000107,38.38000107,92.50000001,1,1927,3246,2369,1286,1376.775513,138.521225,0.025231293,0.025224382,0.024354122,0.024354122,49.51900482,8.12899971,61.07124424,1799.767944,0,-22670,6501851
validation,2549,129.5,-26,67.196,39.89192581,0.004474996,0.222112021,188.4269714,188.4269714,213.289917,188.4269714,37.28499985,37.28499985,46.81499863,46.81499863,706.9999999,1,2535.5,2653,1796,1686,1789.768005,-25.51826477,0.034495988,0.03449961,0.027368085,0.027368085,-84.3105011,1.872799993,70.68108749,1788.003479,0,-50952,7112700
train,2550,129.5,-14.5,53.098,21.983042,0.004524327,0.243974992,167.0751495,167.0751495,223.0070801,167.0751495,38,38,32.13000107,32.13000107,3.499999972,1,1701,1460,611.5,988.2000122,826.2835083,-0.980814636,0.009234586,0.00922959,0.011041677,0.011041677,-73.26199341,-0.943910003,80.40213585,1792.550049,0,-93445,8389827
train,2551,130,-31.5,55.981,-42.13570595,-0.021669251,-0.601309987,154.8425598,154.8425598,163.1018066,154.8425598,37.51000023,37.51000023,39.49500084,39.49500084,80.5,1,1934,3257.5,2385.5,1246,1337.499023,123.3023453,0.022817854,0.02280537,0.021690842,0.021690842,63.91550064,8.18599987,58.89985085,1799.515442,0,24903,6504135
train,2552,130,-31,69.115,-47.32521439,-0.022988939,-0.646090734,171.3168449,171.3168449,173.3861694,171.3168449,37.72499943,37.72499943,41.28250027,41.28250027,125,1,1989.25,3203.75,2333.25,1277.25,1369.208008,32.69062805,0.025181449,0.025137431,0.022926905,0.022926905,-31.00499916,7.338699818,64.13951111,1802.665222,0,22383,6559648
train,2553,131.5,-13,82.76,41.58665466,0.022332866,0.782852086,180.223732,180.223732,222.6360474,180.223732,37.18000031,37.18000031,39.50500107,39.50500107,44.99999999,1,1501,1343.5,486.3500061,733.6000061,719.1260071,-35.49416351,0.018189562,0.018196709,0.017130198,0.017130198,18.88850021,1.159999967,79.58853149,1795.874512,0,120241,8560253
train,2554,132,-30.5,71.368,1.436537981,-0.003564716,-0.253173662,199.1241074,199.1241074,190.3974609,199.1241074,39.24499893,39.24499893,45.36499977,45.36499977,140.25,1,2076.5,3204,2353.5,1157.5,1258.278015,-112.863018,0.02533656,0.025337182,0.021885017,0.021885017,-189.6324921,5.812699795,68.51703262,1797.012512,0,212054,6621980
validation,2555,132,-29,70.428,9.588951111,-0.007774595,-0.654100553,202.5898514,202.5898514,198.2341309,202.5898514,38.98500061,38.98500061,43.87749958,43.87749958,235,1,2240.25,3046.25,2201.5,1273.25,1376.197998,-69.19170475,0.016772792,0.016781603,0.01484837,0.01484837,-45.09550095,1.167299986,74.52377319,1790.949249,0,207729,6788303
train,2556,132,-28.5,66.538,-33.44599915,-0.014945481,-0.633973424,201.944664,201.944664,197.7749023,201.944664,39.00500107,39.00500107,44.63500023,44.63500023,257.25,1,2295,2993.5,2151,1313.5,1418.300476,-83.70641518,0.016764744,0.016759685,0.014583963,0.014583963,-59.70424652,0.264230013,74.9994545,1790.179504,0,206332,6843737
train,2557,132.5,-28.5,75.283,-15.74659669,-0.008791678,-0.661307032,201.4732513,201.4732513,198.1854248,201.4732513,39.43000031,39.43000031,43.88999939,43.88999939,281.0000001,1,2304,3010,2171,1281,1387.270477,-171.79599,0.017587265,0.017578631,0.015798994,0.015798994,-44.93049622,0.178529993,74.30116463,1792.510986,0,255295,6844860
train,2558,132.5,-28,65.523,-36.46550941,-0.016118669,-0.624520091,199.6399536,199.6399536,194.0444336,199.6399536,39.40500069,39.40500069,43.67000008,43.67000008,322.2500002,1,2358.5,2957.5,2121,1324,1430.170471,-97.24250317,0.016607073,0.016603996,0.014904252,0.014904252,-27.55725098,-0.527729988,74.4453125,1792.091003,0,254150,6900279
train,2559,133.5,-27,79.238,-44.61802769,-0.01417381,-0.710322288,199.4626083,199.4626083,192.283905,199.4626083,39.92500114,39.92500114,44.88999939,44.88999939,372.7500001,1,2486.5,2834,2047.5,1338.5,1463.580994,156.10813,0.021781226,0.021795648,0.019360335,0.019360335,-82.87075043,-1.662899971,72.36685181,1794.338501,0,351167,7012680
train,2560,134,-28.5,78.942,11.457618,0.001813769,0.382684206,196.855278,196.855278,202.258667,196.855278,39.78000069,39.78000069,37.78499985,37.78499985,243.9999999,1,2333,2978.5,2222,1190,1297.824524,84.74351501,0.027895932,0.027871416,0.029330976,0.029330976,22.81377411,1.131399989,71.71160126,1799.127502,0,402132,6847000
validation,2561,134,-27.5,80.532,-5.823432922,-0.007190053,-0.449056756,195.3082047,195.3082047,189.2154541,195.3082047,39.6400013,39.6400013,44.2349987,44.2349987,301.25,1,2442,2872.5,2113,1267,1389.945007,173.006218,0.011823216,0.011812168,0.010494885,0.010494885,-152.0950012,-1.336199999,72.0901413,1795.27002,0,401224,6957785
train,2562,134,-27,76.333,-26.93099022,-0.010762867,-0.574518325,196.0266151,196.0266151,189.562561,196.0266151,39.80000114,39.80000114,42.71249962,42.71249962,307.0000001,1,2496.25,2819.25,2058.75,1297.25,1436.713013,42.17246558,0.011784313,0.0117788,0.010731743,0.010731743,-71.0019989,-1.951099992,71.62240601,1794.728241,0,400782,7013172
train,2563,134,-24,61.571,-58.01215363,-0.017416319,-0.74471343,196.2832336,196.2832336,220.1694336,196.2832336,40.36250019,40.36250019,45.36499977,45.36499977,577.9999999,1,2453.75,2496.75,1735.5,1487.5,1729.654053,46.10287857,0.031645259,0.031724538,0.02820316,0.02820316,3.325775146,-0.080631003,68.23716736,1792.467499,0,398285,7345412
train,2564,134,-19.5,113.441,19.47822475,0.002744057,0.188232562,177.4581985,177.4581985,229.5965576,177.4581985,47.49500084,47.49500084,43.72000122,43.72000122,356.25,1,2181,2002,1256.5,1345.5,1487.261536,-103.4523773,0.017725823,0.017673983,0.019294075,0.019294075,-27.05175018,2.084000111,88.0903244,1793.090027,0,395064,7843541
train,2565,134.5,-31,79.669,-28.28995037,-0.007826275,-0.417031851,196.2069702,196.2069702,207.3270264,196.2069702,40.94000053,40.94000053,42.09499931,42.09499931,149.7499999,1,2072.5,3147.5,2502.5,945.5,1050.485992,33.5161171,0.02861361,0.028516001,0.027825978,0.027825978,109.3777466,10.95699978,58.47614098,1792.130005,0,452267,6570291
train,2566,134.5,-28,79.989,1.777081013,-0.001306327,-0.116448683,193.7820663,193.7820663,195.9154053,193.7820663,39.63500023,39.63500023,38.68999863,38.68999863,202.25,1,2397.5,2908,2178,1193.5,1316.895996,64.14766312,0.023750367,0.023770489,0.024787229,0.024787229,-46.22124863,-0.098699003,70.37828445,1796.916016,0,450838,6902697
train,2567,134.5,-27.5,72.705,-10.0060699,-0.005383359,-0.324349563,192.782135,192.782135,187.7407837,192.782135,39.54000092,39.54000092,41.91999817,41.91999817,267.5,1,2452,2856,2124,1226,1364.423737,33.62834167,0.01234286,0.012342036,0.01171762,0.01171762,-135.2899933,-1.436699986,69.31867027,1796.166016,0,450613,6958084
train,2568,134.5,-20,86.599,18.16683388,0.004247771,0.270735767,155.496521,155.496521,235.4398193,155.496521,47.7650013,47.7650013,43.42500114,43.42500114,364.2499999,1,2169.5,2048,1325.5,1338.5,1558.984497,11.39951134,0.013522555,0.01347832,0.015044692,0.015044692,-25.86225128,2.477600098,84.69779968,1795.962036,0,447697,7788441
train,2569,135.5,-33,70.017,-14.75081635,-0.002016417,-0.214504743,180.3687973,180.3687973,180.1916504,180.3687973,38.93000031,38.93000031,41.54999924,41.54999924,160.25,2,1885.5,2937.5,2741.5,726.1499939,826.5910034,-108.4917412,0.023264737,0.023248605,0.021600037,0.021600037,8.603025436,11.54800034,45.11380386,1800.000488,0,546708,6348602
train,2570,135.5,-29.5,91.861,-6.133561373,0.000530775,0.048386001,193.8113556,193.8113556,213.0620117,193.8113556,39.97999954,39.97999954,40.43999863,40.43999863,162,1,2259,3031,2364,1014,1124.499756,627.2053223,0.027058332,0.027040136,0.026730557,0.026730557,51.44049835,6.581799984,63.8968792,1793.255005,0,548464,6736512
train,2571,135.5,-19.5,61.213,9.128007293,0.002016942,0.164457012,171.5702515,171.5702515,231.2686768,171.5702515,48.11000061,48.11000061,46.20999908,46.20999908,221.25,1,2050,1980,1313,1222,1552.539001,-50.53091049,0.012326858,0.012304537,0.012839952,0.012839952,-71.77974701,3.0151999,82.38596725,1796.592041,0,552466,7843771
train,2572,136,-16.5,67.551,30.33246708,0.008169042,0.496364948,177.1882629,177.1882629,218.9367676,177.1882629,43.42499924,43.42499924,48.52500153,48.52500153,48.50000005,1,1858,1643.5,1041.5,1003.200012,1294.589478,-3.070440292,0.044689768,0.044650318,0.039890843,0.039890843,15.9401598,1.404500008,71.10631943,1797.271484,0,606726,8175492
train,2573,136.5,-16.5,64.694,24.01399541,0.008109066,0.438418002,181.29953,181.29953,219.5405273,181.29953,41.75,41.75,44.15000153,44.15000153,54.50000001,1,1810,1639,1070,982.4000244,1326.351501,-22.20717812,0.046320013,0.046428411,0.043880831,0.043880831,-11.15962505,0.998459995,71.05451202,1796.792969,0,660098,8175161
train,2574,137,-31,79.202,-11.64936638,0.001943903,0.14943482,182.1029015,182.1029015,200.9150543,182.1029015,38.95250034,38.95250034,41.09000015,41.09000015,138.7500001,1,2133,3006.75,2566.5,796.4750061,905.3259888,141.8611076,0.038080361,0.038076988,0.036081587,0.036081587,221.3900146,11.3739996,52.10593033,1790.21698,0,690950,6568681
train,2575,137,-30.5,87.327,-7.584819317,0.001081005,0.075083163,183.233757,183.233757,201.9749756,183.233757,38.98999977,38.98999977,40.21500015,40.21500015,114.5,1,2187,3044.5,2513.5,843.0499878,953.1575012,180.8635139,0.030838721,0.03087678,0.029907764,0.029907764,184.105011,9.871199608,54.66405106,1788.04248,0,691940,6624108
train,2576,137,-30,62.45,-3.520272255,0.000413063,0.026496169,186.3388138,186.3388138,202.4051514,186.3388138,38.78499985,38.78499985,40.09249973,40.09249973,114.2500001,1,2241.5,3016.75,2460.75,874.8249969,1000.989014,72.38411903,0.029018735,0.029027178,0.027992702,0.027992702,93.06150055,7.782700062,57.22217178,1787.767761,0,692915,6679531
train,2577,137.5,-31,66.952,-4.13414669,0.003560307,0.288546359,179.7605057,179.7605057,197.728241,179.7605057,38.5150013,38.5150013,40.64999962,40.64999962,140.0000001,1,2139.5,2972,2581.5,770.3500061,881.552002,42.96649313,0.030967207,0.030941556,0.029383733,0.029383733,225.3699951,10.5,51.4492054,1789.888977,0,738701,6567715
train,2578,137.5,-30.5,87.308,-6.67489934,0.002710614,0.198719844,181.2993774,181.2993774,198.6672363,181.2993774,38.54000092,38.54000092,40.20000076,40.20000076,32.25000001,1,2195,3010,2529,818.2999878,930.4517517,76.57242584,0.014683706,0.014687845,0.014052083,0.014052083,186.480011,8.91119957,53.10468292,1789.19397,0,739939,6623151
train,2579,138,-34,81.577,5.233197212,0.008338402,0.484177646,161.6522598,161.6522598,150.7038574,161.6522598,35.3949995,35.3949995,39.90250015,39.90250015,110.9999999,1,1806.5,2705,2912.75,479,582.6459961,173.7724171,0.019585708,0.019592024,0.017163082,0.017163082,449.1950073,7.966800213,38.6663208,1791.644745,0,777091,6233785
train,2580,138,-20,59.457,3.668672323,0.006666485,0.468389196,160.4764061,160.4764061,217.3776855,160.4764061,45.8550005,45.8550005,44.71000004,44.71000004,241.75,1,1858.5,1949.75,1484.25,991.4250031,1579.723999,77.96579123,0.036810527,0.036557909,0.037750437,0.037750437,-14.08985043,7.130000114,68.88598633,1796.396729,0,813926,7785706
train,2581,138.5,-32.5,89.211,3.407787919,0.009822545,0.613189566,168.5762787,168.5762787,175.7423706,168.5762787,36.97999954,36.97999954,37.09999847,37.09999847,506.0000003,1,1974,2789,2771,578,690.7545013,-185.4519653,0.028073195,0.028068739,0.02776935,0.02776935,-26.06774902,9.028900146,43.40804577,1800.485962,0,828874,6398740
train,2582,138.5,-31,93.377,13.88552666,0.007275427,0.535604607,179.3207626,179.3207626,191.0465393,179.3207626,38.19499969,38.19499969,41.19999886,41.19999886,468.9999988,1,2141,2902.5,2613.5,702.8500061,837.7615051,-48.50483704,0.029315353,0.029252751,0.026939387,0.026939387,105.4664993,8.007399559,48.48856354,1799.334534,0,834229,6565136
train,2583,139,-35,90.727,-3.79520607,0.002606968,0.154799514,136.4099483,136.4099483,133.7589264,136.4099483,32.95249987,32.95249987,37.94999981,37.94999981,276.7500006,2,1697.25,2561.25,3048.25,337.5749969,439.0109863,22.8721472,0.015188151,0.015228464,0.013250139,0.013250139,120.0282593,3.557899952,34.48170471,1790.165039,0,865109,6119640
train,2584,139,-21,61.365,24.05488586,0.018260365,0.88052766,150.7318649,150.7318649,200.5663757,150.7318649,43.24750042,43.24750042,48.64999962,48.64999962,291.5,1,1844,2023.75,1633.75,933.3000031,1600.343018,-42.79867077,0.043693307,0.043195131,0.03755913,0.03755913,91.58700562,10.07800007,54.01519394,1796.812225,0,915968,7672643
train,2585,139.5,-35.5,84.321,-6.718009114,-0.001138732,-0.071546583,124.1092758,124.1092758,130.9956665,124.1092758,31.96999931,31.96999931,41.59999847,41.59999847,14.24999997,2,1643,2490,3116,263.5,371.051239,51.28776169,0.013253123,0.013261637,0.010245259,0.010245259,-2.861124754,1.643000007,33.69900513,1788.540039,0,908257,6062185
train,2586,139.5,-35,83.092,-3.086986303,0.001514666,0.093603102,132.214222,132.214222,134.5039978,132.214222,32.55499935,32.55499935,39.29999924,39.29999924,74.50000004,2,1698.5,2532,3064,302.6499939,409.7309875,29.48849607,0.013019722,0.013040344,0.010744588,0.010744588,3.944999695,2.530800104,34.08412933,1791.534546,0,910778,6117693
train,2587,139.5,-33,73.144,14.03303182,0.010940914,0.605791551,154.1327057,154.1327057,158.5261536,154.1327057,35.59499931,35.59499931,40,40,329.4999998,1,1920.5,2682,2855,484.7999878,596.9534912,-91.51284373,0.029152466,0.029143077,0.025911508,0.025911508,-210.6625061,5.179900169,39.15970039,1798.678528,0,920548,6339707
train,2588,139.5,-30.5,97.032,5.381823361,0.006764901,0.670055791,181.1681061,181.1681061,188.9351807,181.1681061,38.40999985,38.40999985,38.49000168,38.49000168,53.00000011,1,2199,2872,2597,641,854.8394928,406.2715149,0.01341806,0.013389158,0.013321468,0.013321468,41.47624969,3.328200102,47.27720451,1799.296021,0,932039,6617186
train,2589,139.5,-20.5,84.925,39.52566242,0.020654827,0.809085671,153.3934784,153.3934784,197.3945313,153.3934784,42.79000092,42.79000092,53.86000061,53.86000061,411.9999993,1,1767,1956,1616,864.5999756,1525.827759,43.56829453,0.027962771,0.027828543,0.022448388,0.022448388,116.8492432,9.9041996,56.51849651,1799.994019,0,969586,7726720
train,2590,140,-36,72.85,-3.731249809,-0.003070743,-0.234288,106.5954437,106.5954437,129.7966309,106.5954437,31.18749952,31.18749952,42.24499989,42.24499989,18.74999997,2,1588.75,2418.75,3176.75,201.9749985,296.7319946,25.4709937,0.012654814,0.012659428,0.008958259,0.008958259,-1.165549994,0.317420006,32.70217514,1787.075531,0,950816,6004472
train,2591,140,-35.5,78.515,-3.055008173,-0.001447091,-0.096882246,122.0905685,122.0905685,126.9046631,122.0905685,31.67499924,31.67499924,42.94999886,42.94999886,24.99999994,2,1644.5,2462,3132,230.6999969,338.5914917,24.26516998,0.013587129,0.013599853,0.009930028,0.009930028,-31.32749939,0.897889972,33.19436455,1787.470032,0,953654,6059995
train,2592,140,-30,104.797,-0.004147291,0.004637537,0.635016671,181.9787254,181.9787254,186.4301758,181.9787254,37.94999981,37.94999981,37.62250042,37.62250042,26.50000005,1,2256,2873.5,2566,624.2999878,893.6040039,81.42527723,0.012515943,0.012470464,0.01259103,0.01259103,-43.25575256,-0.363150001,47.45252609,1792.309265,0,982547,6670670
validation,2593,140.5,-37.5,65.657,-18.69682503,-0.006134613,-0.392081546,61.61422348,61.61422348,135.5057983,61.61422348,28.80999947,28.80999947,35.90999985,35.90999985,47.99999997,4,1424,2262,3268,108.4000015,187.2924995,114.3752823,0.01379262,0.013781548,0.011092,0.011092,4.342600346,-1.123299956,32.98859835,1787.194946,0,986340,5835424
train,2594,140.5,-37.5,73.283,-18.69682503,-0.006134613,-0.392081546,61.61422348,61.61422348,135.5057983,61.61422348,28.80999947,28.80999947,35.90999985,35.90999985,47.99999997,4,1424,2262,3268,108.4000015,187.2924995,114.3752823,0.01379262,0.013781548,0.011092,0.011092,4.342600346,-1.123299956,32.98859835,1787.194946,0,986340,5835424
train,2595,140.5,-37,75.743,-11.477561,-0.004908558,-0.429645937,71.69771385,71.69771385,135.4406738,71.69771385,29.60499954,29.60499954,41.61000061,41.61000061,44.24999993,4,1479.5,2304.5,3245.5,119.2999992,197.2069931,86.76162148,0.01339327,0.01336062,0.009442192,0.009442192,53.19575119,-0.776459992,31.72536755,1788.078003,0,989577,5890961
train,2596,140.5,-36.5,61.79,-7.762098551,-0.003352122,-0.339845299,81.78120422,81.78120422,135.3755493,81.78120422,30.39999962,30.39999962,47.31000137,47.31000137,99.74999988,3,1535,2347,3223,130.1999969,232.1889954,59.14796066,0.013065311,0.013060322,0.008494262,0.008494262,52.51325226,-0.422989994,31.70231009,1788.96106,0,992777,5946498
train,2597,140.5,-28,102.302,-13.27090025,-0.007733845,-0.363447017,185.1353226,185.1353226,152.0496826,185.1353226,35.71999931,35.71999931,33.92000008,33.92000008,42.5,1,2335,2755,2385.5,717.4500122,1102.484985,8.420939922,0.012742378,0.012742444,0.013492024,0.013492024,-25.61900139,-9.844099998,48.41077614,1783.23999,0,1041242,6890578
train,2598,140.5,-27.5,86.467,-9.489586234,-0.009345509,-0.372642206,185.0825195,185.0825195,134.7123413,185.0825195,35.13999939,35.13999939,34.90000153,34.90000153,44.49999997,1,2288,2700,2336,755.9000244,1157.357483,30.2066555,0.012064949,0.01206739,0.012151564,0.012151564,-31.44775009,-10.90499973,48.8168869,1785.53894,0,1043731,6946109
train,2599,141,-38,50.745,-19.31484795,-0.0055635,-0.315909927,54.76581955,54.76581955,131.4681396,54.76581955,27.2874999,27.2874999,31.39500046,31.39500046,33.99999997,4,1372,2191.25,3252,93.59250212,134.0160065,-6.384290695,0.01021194,0.01020051,0.008713451,0.008713451,-24.68730164,-1.131899953,33.30323791,1783.377502,0,1027018,5777161
validation,2600,141,-37.5,65.885,-14.66080856,-0.00379979,-0.306772749,56.08389282,56.08389282,137.9575195,56.08389282,28.81999969,28.81999969,36.10000038,36.10000038,70.25000007,4,1427.5,2233.5,3228,66.38500118,145.8470001,41.80550003,0.013824317,0.013807188,0.010925254,0.010925254,40.92324829,-0.948080003,32.20685863,1787.625,0,1030593,5832711
