dataset,id,Lon,Lat,HF,IsoCorrAnomaly,MeanCurv,SI_TopoIso,LAB,LAB_LitMod,LAB_LitMod_Aus17,LAB_AN1,Moho,Moho_AN1,Moho_AN1_Aus17_Afr,Moho_LitMod_Aus17_Afr,Topo,Tectonics,Ridge,Transform,Trench,YoungRift,Volcanos,MagAnomaly,Sus,Sus_AN1,Sus_AN1_Aus17_Afr,Sus_LitMod_Aus17_Afr,Bz5,Bz400,Curie,Methane,IceTopography,x,y
test,1246,128.57143,-25.5,68,12.67410695,0.002438238,0.26384051,180.7648293,180.7648293,216.7579958,180.7648293,37.12928662,37.12928662,46.68000018,46.68000018,603.5360999,1,2583.57144,2575.78575,1710.64291,1788.35705,1871.533392,-238.2725467,0.030788312,0.03080673,0.024533048,0.024533048,-147.8318868,1.84938538,65.9591786,1791.329455,0,-146915,7164018
test,1247,129.12442,-25.5,68,17.88428889,0.001874675,0.174853903,181.5971495,181.5971495,213.4428234,181.5971495,37.12375553,37.12375553,46.52516154,46.52516154,665.9652,1,2587.99536,2589.6105,1731.10354,1752.4127,1855.229039,-182.8878171,0.034664441,0.03471153,0.02783805,0.02783805,-171.5290481,1.720298242,65.63547226,1789.591438,0,-91137,7166607
test,1248,129.67742,-25.5,68,9.326969131,-0.001677884,-0.162068704,183.3886859,183.3886859,210.2941823,183.3886859,37.19451568,37.19451568,46.6329023,46.6329023,721.2178,1,2592.95162,2604.3226,1752.0968,1716.82254,1821.392385,-109.6805716,0.034606416,0.034631233,0.027631406,0.027631406,-131.686113,1.565148173,66.45226974,1788.463704,0,-35394,7168960
test,1249,130.23041,-25.5,68,-5.097989562,-0.008214026,-0.551234544,187.2106842,187.2106842,207.4982481,187.2106842,37.42677258,37.42677258,47.29649073,47.29649073,696.576401,1,2599.03451,2620.9123,1774.2164,1681.98417,1787.820252,1.250991399,0.034391017,0.034426309,0.02716964,0.02716964,-47.25394567,1.352210444,67.66925649,1788.62794,0,20317,7171077
test,1250,130.78341,-25.5,68,-27.73842162,-0.015738896,-0.711447089,191.7326752,191.7326752,206.2711895,191.7326752,37.78656731,37.78656731,47.32241865,47.32241865,597.2385,1,2605.96774,2638.63594,1796.90322,1645.72812,1754.616996,3.978431306,0.031663816,0.031695361,0.025210212,0.025210212,29.47735148,1.05741994,69.44657145,1789.389894,0,76001,7172961
test,1251,131.33641,-25.5,68,-37.91566422,-0.022048075,-0.781480735,196.9204592,196.9204592,206.5365512,196.9204592,38.26767672,38.26767672,46.74176907,46.74176907,542.6577,1,2613.70974,2657.43794,1820.12922,1608.12412,1722.457137,-96.22377261,0.026146577,0.026159037,0.021397439,0.021397439,59.75600255,0.677689017,70.91051426,1790.720415,0,131659,7174612
test,1252,131.8894,-25.5,68,-40.06872411,-0.025678029,-0.834352684,203.0698371,203.0698371,208.9575832,203.0698371,38.95516044,38.95516044,46.04431029,46.04431029,615.8679989,1,2622.2304,2671.9562,1842.1866,1564.6798,1690.969615,-84.36727503,0.018623572,0.018623104,0.015856035,0.015856035,47.72662913,0.236338317,72.17267664,1790.847252,0,187295,7176029
test,1253,132.4424,-25.5,68,-33.68046597,-0.026464004,-0.893464381,209.6233462,209.6233462,212.2842913,209.6233462,39.72936129,39.72936129,45.29776113,45.29776113,488.434,1,2631.0784,2684.6752,1863.7536,1518.7808,1660.999844,-25.4337319,0.016419261,0.016395398,0.014451375,0.014451375,26.92194068,-0.225702035,71.95957132,1790.468414,0,242913,7177215
test,1254,132.99539,-25.5,68,-25.15702273,-0.024749225,-0.967388783,209.5096608,209.5096608,211.3225684,209.5096608,40.46391602,40.46391602,46.61700087,46.61700087,457.2766,1,2614.16596,2677.57837,1874.91702,1473.37802,1631.410187,35.5560888,0.0108383,0.01078634,0.009290148,0.009290148,17.99419893,-0.672263947,71.37765389,1790.826259,0,298516,7178168
test,1255,133.54839,-25.5,68,-17.12482851,-0.021136944,-0.905399032,207.9695216,207.9695216,209.4433108,207.9695216,41.09177292,41.09177292,47.41480202,47.41480202,433.6135999,1,2592.22558,2668.12898,1885.20975,1428.1288,1603.895637,84.27070048,0.010365261,0.010320418,0.008963241,0.008963241,10.61878927,-1.099095891,67.46391319,1791.185231,0,354107,7178890
test,1256,134.10138,-25.5,68,-10.39033596,-0.0166016,-0.73107865,199.63838,199.63838,203.1959819,199.63838,40.65491032,40.65491032,40.27017012,40.27017012,320.3806002,1,2549.09236,2658.17516,1899.0345,1383.8896,1576.820672,2.475106077,0.009513491,0.009477503,0.009588937,0.009588937,0.112748541,-1.554232267,63.67668838,1790.662685,0,409689,7179381
test,1257,134.65438,-25.5,68,-9.417553155,-0.012233067,-0.530901491,192.0801301,192.0801301,197.501534,192.0801301,40.18716369,40.18716369,34.62598311,34.62598311,275.7116,1,2506.4215,2644.97918,1913.6314,1339.95836,1551.623496,-54.60003493,0.010852297,0.01084653,0.012759906,0.012759906,9.23237953,-2.110625587,60.57743901,1789.92569,0,465266,7179641
test,1258,135.20737,-25.5,68,-7.668317541,-0.008601281,-0.358362938,186.5180309,186.5180309,193.2350325,186.5180309,39.63970267,39.63970267,32.85641574,32.85641574,189.7023001,1,2464.94725,2623.41257,1930.2211,1296.82514,1527.368762,-47.84153242,0.01099347,0.01099056,0.01353376,0.01353376,49.19975882,-2.830079005,57.24969601,1788.63502,0,520840,7179670
test,1259,135.76037,-25.5,68,-4.62489708,-0.005615674,-0.225710017,182.2596159,182.2596159,189.9011074,182.2596159,38.99849937,38.99849937,32.93023546,32.93023546,138,1,2423.99299,2603.14742,1947.33184,1253.95151,1504.683611,-93.5332982,0.011167309,0.011167908,0.013358993,0.013358993,86.31110033,-3.724478339,53.54096614,1786.825399,0,576417,7179468
test,1260,136.31336,-25.5,68,-1.851525743,-0.003366821,-0.132265708,179.4665759,179.4665759,187.6154334,179.4665759,38.25196372,38.25196372,35.07583619,35.07583619,123.0476,1,2383.62472,2584.34576,1965.02752,1211.37128,1483.544517,-198.1721973,0.013390068,0.013395937,0.014613363,0.014613363,66.50290758,-4.736885109,52.79467804,1784.432596,0,631997,7179035
test,1261,136.86636,-25.5,68,0.715424424,-0.002148186,-0.085052032,178.7662476,178.7662476,185.2089695,178.7662476,37.29658947,37.29658947,36.51073853,36.51073853,97,1,2343.98844,2566.64284,1984.55532,1170.25572,1463.587036,-170.6815379,0.013728977,0.013732221,0.013976093,0.013976093,-26.36560895,-5.758486216,54.31377944,1782.762587,0,687586,7178370
test,1262,137.41935,-25.5,68,-1.309791903,-0.001892572,-0.077749482,179.1320584,179.1320584,182.7410356,179.1320584,36.23484968,36.23484968,37.58354048,37.58354048,69.02550007,1,2304.72615,2549.50015,2005.01595,1129.88745,1445.856842,-75.87898349,0.014130704,0.01415035,0.013635634,0.013635634,-143.6758939,-6.674498651,55.12220083,1781.460847,0,743184,7177475
test,1263,137.97235,-25.5,68,-4.798505027,-0.001981713,-0.08373779,182.196093,182.196093,180.1173754,182.196093,35.05500139,35.05500139,38.2265216,38.2265216,51.42049999,1,2266.8802,2534.24655,2027.36635,1091.40785,1428.836026,-57.37013383,0.014322296,0.014350576,0.013160965,0.013160965,-207.4564677,-7.414354026,55.70415937,1781.924744,0,798799,7176347
test,1264,138.52535,-25.5,68,-0.19191099,-0.002015117,-0.084146255,185.711493,185.711493,177.3070669,185.711493,33.86284883,33.86284883,38.81563044,38.81563044,44.06299995,1,2229.3776,2519.4423,2050.09005,1053.349716,1414.790825,-51.4668545,0.014369654,0.014409242,0.012567471,0.012567471,-175.3103111,-7.969670629,54.69079094,1782.831591,0,854431,7174988
test,1265,139.07834,-25.5,68,3.858336156,-0.002210527,-0.088665568,189.032555,189.032555,171.165145,189.032555,32.83428709,32.83428709,39.81101202,39.81101202,87.89880005,1,2193.98624,2507.27652,2073.86862,1017.35008,1401.370609,-36.79538497,0.014818011,0.014928022,0.012217842,0.012217842,-97.29907392,-8.395680606,53.70667233,1786.683148,0,910082,7173396
test,1266,139.63134,-25.5,68,1.956794886,-0.002881483,-0.110176699,192.3053185,192.3053185,164.1937957,192.3053185,32.09596854,32.09596854,40.46624097,40.46624097,76.40199992,1,2158.85692,2495.63588,2098.43566,982.1378256,1390.786485,-28.55626992,0.015155496,0.015245785,0.012026208,0.012026208,-68.50345799,-8.753122511,53.40837669,1790.231643,0,965759,7171570
test,1267,140.18433,-25.5,68,0.006180247,-0.004202552,-0.153826678,195.4227726,195.4227726,154.5601456,195.4227726,32.2895163,32.2895163,40.02937837,40.02937837,58,1,2124.57154,2485.68206,2125.53217,949.4560964,1381.350913,-40.96851001,0.013104244,0.01317512,0.010578521,0.010578521,-121.5823919,-9.061285518,52.87075362,1792.806908,0,1021463,7169511
test,1268,140.73733,-25.5,68,-2.042686952,-0.006035325,-0.214904211,195.5729809,195.5729809,146.8360137,195.5729809,32.64445114,32.64445114,39.73490641,39.73490641,67.13010001,1,2091.23486,2476.67738,2140.52534,918.3876317,1374.211934,-43.68011171,0.012973057,0.013003776,0.010675964,0.010675964,-181.1703429,-9.303074289,51.85444651,1794.327532,0,1077198,7167217
test,1269,141.29032,-25.5,68,-4.525321133,-0.008100563,-0.289924205,191.7764821,191.7764821,141.6520362,191.7764821,33.21403016,33.21403016,39.62983906,39.62983906,97.29799996,1,2059.16144,2468.93552,2139.41936,889.4662614,1368.93362,-33.48888766,0.012756256,0.012774958,0.01069616,0.01069616,-152.2830297,-9.441551119,50.9095417,1794.445326,0,1132967,7164688
test,1270,141.84332,-25.5,68,-7.400495958,-0.010120201,-0.377469135,183.6874246,183.6874246,139.2305133,183.6874246,33.86944949,33.86944949,39.26727982,39.26727982,138.1488,1,2028.46072,2463.25344,2128.01376,863.3252518,1365.33858,-26.62901813,0.012512856,0.012532471,0.010804392,0.010804392,-49.88692154,-9.43418047,50.0292063,1795.826893,0,1188774,7161922
test,1271,142.39631,-25.5,68,-8.529458179,-0.011630992,-0.470289623,172.976956,172.976956,138.4962085,172.976956,34.57727601,34.57727601,38.74746998,38.74746998,116.1393,1.198155,1998.59926,2458.82952,2110.31808,838.8830871,1364.320007,-21.80394707,0.01558127,0.015597909,0.013936482,0.013936482,11.01804261,-9.234827605,48.95399052,1797.98026,0,1244620,7158918
test,1272,142.94931,-25.5,68,-8.968088839,-0.012241255,-0.561889592,165.1034065,165.1034065,136.1225286,165.1034065,35.5232508,35.5232508,38.75334262,38.75334262,132.4586,1.474655,1970.5345,2444.07139,2094.86863,818.7089253,1364.320007,-21.49648696,0.015172155,0.015184908,0.013979989,0.013979989,-29.78861939,-8.793984519,47.80170221,1798.247408,0,1300512,7155676
test,1273,143.5023,-25.5,68,-6.870107159,-0.011896332,-0.636905913,157.8992482,157.8992482,133.3621813,157.8992482,36.52377246,36.52377246,38.88515306,38.88515306,201.595,1.75115,1942.8942,2426.8965,2079.9471,799.5417856,1367.585448,-22.18371987,0.014763521,0.014758548,0.013856527,0.013856527,-88.54151248,-8.072659885,46.51165979,1798.086396,0,1356450,7152195
test,1274,144.0553,-25.5,68,-4.610001735,-0.01054001,-0.645883905,154.1722868,154.1722868,128.5924888,154.1722868,37.43069212,37.43069212,40.12387188,40.12387188,235.7750002,2,1917.4562,2402.0115,2067.2281,785.5508924,1371.534882,-11.4091342,0.014960789,0.014921024,0.014022701,0.014022701,-58.93840392,-7.057838309,45.09230834,1799.634823,0,1412439,7148472
test,1275,144.60829,-25.5,68,-3.195042179,-0.00811955,-0.533189422,148.5311857,148.5311857,123.3959883,148.5311857,38.19790118,38.19790118,41.46219532,41.46219532,277.4908999,2,1892.12695,2377.56011,2055.05078,770.4015478,1378.673732,0.662091171,0.014878493,0.014848533,0.01372176,0.01372176,9.345551592,-5.850572489,42.6345654,1800.470348,0,1468482,7144507
test,1276,145.16129,-25.5,68,-0.641297713,-0.004698226,-0.301379697,135.0290236,135.0290236,116.4462931,135.0290236,38.39145034,38.39145034,43.20967523,43.20967523,357.7746003,2,1867.24195,2354.88711,2045.09678,750.4935478,1386.817534,18.05916742,0.014796481,0.014752972,0.013055364,0.013055364,28.46292518,-4.569552426,40.16361703,1798.378372,0,1524582,7140297
test,1277,145.71429,-25.5,68,4.678045455,-0.000505681,-0.029146133,117.7389286,117.7389286,108.651837,117.7389286,38.40285332,38.40285332,43.619986,43.619986,360.0722,2,1842.99982,2333.07127,2035.99994,721.1139272,1397.401658,18.20024129,0.014789755,0.01476531,0.01294182,0.01294182,3.879869661,-3.3293051,37.66070579,1797.347748,0,1580744,7135843
test,1278,146.26728,-25.5,68,11.6222908,0.003885145,0.183712075,94.46199101,94.46199101,99.52230425,94.46199101,38.12635832,38.12635832,41.9167779,41.9167779,385.1948,2.13364,1819.77424,2312.61064,2028.25808,676.7641224,1409.58273,-8.933291303,0.014895378,0.014871612,0.013511143,0.013511143,-3.56545221,-2.196995745,35.37321466,1797.994704,0,1636968,7131141
test,1279,146.82028,-25.5,68,20.30374149,0.007641497,0.319757269,77.40169482,77.40169482,93.8665223,77.40169482,37.59683805,37.59683805,40.28079751,40.28079751,427.792,2.41014,1798.46992,2293.75104,2022.43776,632.1572956,1423.471319,-42.4841512,0.015104182,0.015080054,0.014126117,0.014126117,2.742785847,-1.174963183,33.31591212,1798.901116,0,1693260,7126190
test,1280,147.37327,-25.5,68,22.51747502,0.010095613,0.40961321,64.85903133,64.85903133,90.73499366,64.85903133,36.88348255,36.88348255,38.6937168,38.6937168,550.6176999,2.686635,1778.56228,2276.05536,2018.01384,587.3651056,1439.473882,-80.69688477,0.015395369,0.015389012,0.014714559,0.014714559,-28.77987513,-0.2179141,31.47183881,1799.996025,0,1749622,7120988
test,1281,147.92627,-25.5,68,21.61722674,0.010912274,0.470227259,60.59061404,60.59061404,92.22694449,60.59061404,36.00812948,36.00812948,38.15949318,38.15949318,519.8762998,2.963135,1760.78563,2260.06444,2015.72119,542.1458486,1456.494699,-93.76716422,0.015542306,0.015544995,0.014717563,0.014717563,-82.75910255,0.722572814,29.73038054,1801.062856,0,1806059,7115534
test,1282,148.47926,-25.5,68,20.74698162,0.010996295,0.502829782,58.7822289,58.7822289,95.09342,58.7822289,35.08463508,35.08463508,37.93829634,37.93829634,515.5718002,3,1743.64294,2244.58072,2014.06222,496.8006855,1476.060281,-99.36228963,0.015019011,0.015027424,0.013911173,0.013911173,-74.26676532,1.65017838,29.21166469,1802.121313,0,1862573,7109825
test,1283,149.03226,-25.5,68,20.12068017,0.01152497,0.497596832,59.68203792,59.68203792,96.1939123,59.68203792,34.53370842,34.53370842,37.39241657,37.39241657,533.1440002,3,1729.6935,2231.75802,2009.74192,451.7208161,1496.176884,-1.834792943,0.015279367,0.01533253,0.014134893,0.014134893,15.48007402,2.494128114,28.90025218,1802.271205,0,1919168,7103859
test,1284,149.58525,-25.5,68,23.35783806,0.013475999,0.489022907,61.12112307,61.12112307,96.94271185,61.12112307,34.14479169,34.14479169,36.96944333,36.96944333,215.1175001,3,1716.38025,2219.4655,1997.73075,406.5924551,1518.861625,87.50414006,0.015445046,0.015461935,0.014281155,0.014281155,85.80316712,3.142734165,28.89885992,1802.375202,0,1975846,7097633
test,1285,150.13825,-25.5,68,28.08136165,0.016482082,0.495472014,64.94021392,64.94021392,96.13953876,64.94021392,34.56507076,34.56507076,37.29018434,37.29018434,207.8599999,3,1705.87325,2209.5115,1944.08975,361.1358483,1542.174782,109.8784774,0.011225277,0.011199494,0.010361041,0.010361041,76.18339012,3.514350061,28.91194268,1802.421645,0,2032612,7091146
test,1286,150.69124,-25.5,68,37.26364063,0.018834,0.504715649,67.8477664,67.8477664,95.23519247,67.8477664,34.7768906,34.7768906,37.2838986,37.2838986,359.3975999,3,1696.70512,2200.51388,1890.8322,315.9669265,1567.371503,80.3999307,0.011646043,0.011588685,0.010788421,0.010788421,28.25178041,3.57487972,28.96844958,1802.313569,0,2089468,7084395
test,1287,151.24424,-25.5,68,39.43676829,0.019231422,0.508110516,69.03120294,69.03120294,94.13941946,69.03120294,34.59439959,34.59439959,36.65900801,36.65900801,165.3895998,3,1690.06912,2193.32488,1838.2972,271.3398282,1593.584473,-47.16518549,0.010470271,0.010414261,0.009807695,0.009807695,2.363702514,3.33535317,29,1801.913197,0,2146419,7077376
test,1288,151.79724,-25.5,68,32.74895249,0.018221871,0.507919406,68.79796223,68.79796223,92.88637267,68.79796223,34.06413832,34.06413832,35.4871969,35.4871969,155.5079999,3,1684.91932,2166.51804,1785.7622,227.128864,1621.081574,-51.13412842,0.010625851,0.01058673,0.010129349,0.010129349,-0.409518639,2.828376981,29,1801.070522,0,2203468,7070089
test,1289,152.35023,-25.5,68,27.10438274,0.0173899,0.513954602,67.34576861,67.34576861,91.49802485,67.34576861,33.23465332,33.23465332,33.84481804,33.84481804,109.7739006,3.35023,1681.04839,2122.83183,1733.22815,183.2767554,1648.62386,51.24333889,0.010364833,0.010357446,0.010139095,0.010139095,-0.800717075,2.092254072,29.50489519,1799.847288,0,2260616,7062529
test,1290,152.90323,-25.5,68,22.06362227,0.018121986,0.542739033,69.70218823,69.70218823,91.581722,69.70218823,32.63902746,32.63902746,31.7467576,31.7467576,1.999999999,3.90323,1680,2078.7416,1680.69315,138.7182042,1676.19309,41.64297055,0.010691641,0.01042785,0.010944812,0.010944812,0.975948834,1.173412026,30.3021057,1799.197867,0,2317870,7054694
test,1291,113.94495,-25,68,-33.71647432,-0.002518318,-0.09997745,157.3261834,157.3261834,132.3692409,157.3261834,34.52025405,34.52025405,25.57669284,25.57669284,24.69699999,2.1101,2662.121475,2267.745225,1544.438125,1893.05505,1858.563023,-1.677287718,0.013133442,0.013137123,0.017824878,0.017824878,-6.727292103,0.065840525,57.07797818,1797.14242,0,-1655840,7062411
test,1292,114.49541,-25,68,-27.58723336,-0.00099278,-0.036396447,165.3310861,165.3310861,139.9067531,165.3310861,34.19272968,34.19272968,29.23449979,29.23449979,81.83689998,2,2673.405905,2292.791155,1537.557375,1892.50459,1853.502205,-23.56189278,0.013506574,0.01351056,0.015893513,0.015893513,-67.77430206,0.708338036,58.71274823,1793.906015,0,-1597901,7071708
test,1293,115.04587,-25,68,-19.27627656,0.000562813,0.019521203,175.2909247,175.2909247,150.2367182,175.2909247,33.98256848,33.98256848,32.63028887,32.63028887,139.3783,2,2683.052725,2320.020565,1532.58717,1892.772935,1848.755412,-34.40734102,0.012508184,0.012518032,0.01305773,0.01305773,-88.43387158,1.580487203,60.37455145,1793.358546,0,-1540089,7080718
test,1294,115.59633,-25,68,-13.69759374,0.000871926,0.027906647,185.6121897,185.6121897,161.0829497,185.6121897,33.81192611,33.81192611,35.9371777,35.9371777,201.8005,2,2689.65138,2347.60549,1527.92202,1893.57798,1845.508222,-47.79230424,0.015520894,0.015522488,0.014546976,0.014546976,-64.59226394,2.545600446,61.40819263,1793.284652,0,-1482399,7089442
test,1295,116.14679,-25,68,-16.53958419,-0.000978573,-0.03134844,197.5598368,197.5598368,174.2523289,197.5598368,33.82293556,33.82293556,38.83534926,38.83534926,303.0350999,1.9633025,2681.94494,2376.77987,1524.61926,1896.88074,1842.095606,-73.58694259,0.016408996,0.016421361,0.013968264,0.013968264,-50.74109512,3.440369412,62.60829015,1795.336748,0,-1424829,7097886
test,1296,116.69725,-25,68,-42.53828273,-0.004773116,-0.166348309,207.760362,207.760362,185.3859001,207.760362,33.91580394,33.91580394,40.13481004,40.13481004,403.1675,1.8256875,2674.928875,2406.74325,1521.51375,1901.367,1838.228074,-61.25308141,0.016364115,0.016368619,0.013559255,0.013559255,-83.73246787,4.12223344,64.26613975,1797.513414,0,-1367374,7106051
test,1297,117.24771,-25,68,-58.10608948,-0.008766756,-0.325235718,214.8323652,214.8323652,192.8740073,214.8323652,34.1552548,34.1552548,38.57150461,38.57150461,399.5439,1.6880725,2669.149045,2438.11947,1518.76145,1907.97252,1831.839596,19.35640622,0.007409852,0.007414106,0.006439255,0.006439255,-129.9184996,4.511385076,65.71756656,1799.913143,0,-1310031,7113942
test,1298,117.79817,-25,68,-60.92530923,-0.010807798,-0.416427271,219.2633624,219.2633624,197.2847158,219.2633624,34.48415586,34.48415586,38.23665869,38.23665869,461.4382998,1.5504575,2664.11464,2466.21582,1516.30732,1916.217975,1822.370031,139.1134649,0.004349875,0.00435131,0.003906896,0.003906896,-132.4842722,4.602254961,66.91670439,1801.775714,0,-1252797,7121561
test,1299,118.34862,-25,68,-56.49087867,-0.009826849,-0.409157727,221.4596903,221.4596903,199.0915182,221.4596903,34.8887359,34.8887359,38.94123401,38.94123401,468.4602,1.412845,2659.71104,2491.53652,1514.10552,1925.85085,1813.614262,291.9916041,0.00441408,0.004413,0.003905946,0.003905946,-88.96559429,4.447192412,68.67667064,1803.183756,0,-1195670,7128912
test,1300,118.89908,-25,68,-47.85689392,-0.0065285,-0.303278841,222.1030648,222.1030648,201.0046027,222.1030648,35.39109822,35.39109822,39.30660475,39.30660475,567.0015999,1.27523,2656.5046,2493.91058,1509.5092,1937.87838,1805.271487,172.3773614,0.004351438,0.004350912,0.003859772,0.003859772,-47.18557177,4.127631742,70.76137326,1803.305215,0,-1138643,7135997
test,1301,119.44954,-25,68,-31.72440262,-0.002624083,-0.127929146,222.157354,222.157354,202.9579898,222.157354,35.93054877,35.93054877,39.54330272,39.54330272,564.9570001,1.137615,2653.7523,2487.58029,1504.0046,1950.81419,1799.682639,-50.60041041,0.006087465,0.006083543,0.005472538,0.005472538,-38.72267973,3.726534054,71.56654069,1802.938633,0,-1081715,7142819
test,1302,120,-25,68,-13.90852547,0.000338218,0.016925144,220.2659225,220.2659225,205.0444946,220.2659225,36.53249931,36.53249931,39.3125,39.3125,630.7499999,1,2652.25,2479.75,1501.5,1966.5,1794.712036,-68.28443623,0.007337027,0.007331795,0.006745691,0.006745691,-48.66424942,3.310800076,72.0844574,1799.920013,0,-1024882,7149381
test,1303,120.55046,-25,68,-7.443469685,0.001522625,0.070602367,217.913873,217.913873,207.1695805,217.913873,37.14176658,37.14176658,39.15713493,39.15713493,638.3068001,1,2651.02523,2471.9954,1499.70184,1982.71564,1792.531094,-53.74501073,0.005331294,0.005325355,0.005034944,0.005034944,-44.65601921,2.928597352,71.79829984,1796.802186,0,-968140,7155685
test,1304,121.10092,-25,68,-1.352117061,0.000904789,0.042829076,212.9433543,212.9433543,209.5438424,212.9433543,37.76103408,37.76103408,40.21677001,40.21677001,553.3863999,1,2651.30046,2466.4908,1501.90368,2001.43128,1790.658369,74.79764963,0.005640816,0.005633199,0.005287099,0.005287099,-19.3166404,2.601495943,71.16400478,1795.353365,0,-911487,7161734
test,1305,121.65138,-25,68,3.074604989,-0.001080203,-0.05637002,207.1800644,207.1800644,211.9935449,207.1800644,38.38105865,38.38105865,41.15000321,41.15000321,581.3742,1,2651.80276,2461.59172,1504.55966,2020.90382,1790.158574,152.7628224,0.009070181,0.009053662,0.00844085,0.00844085,13.32335724,2.343462707,68.97895928,1793.914772,0,-854918,7167530
test,1306,122.20183,-25,68,-0.007149916,-0.00421209,-0.247446782,199.3269505,199.3269505,214.6420816,199.3269505,39.00306773,39.00306773,41.74999485,41.74999485,523.2077999,1,2652.90366,2458.28902,1508.41281,2042.37137,1790.920619,97.39260432,0.005461215,0.005444448,0.005088701,0.005088701,27.79069122,2.166661683,67.2525935,1792.503168,0,-798432,7173075
test,1307,122.75229,-25,68,-16.05841408,-0.007805579,-0.497221172,193.4650974,193.4650974,216.6486311,193.4650974,39.47245231,39.47245231,42.13681154,42.13681154,518.3626,1,2650.9771,2456.24771,1513.77977,2064.974615,1793.862274,60.12302385,0.005396224,0.00537639,0.005050847,0.005050847,9.41995789,2.077055354,66.31841745,1790.942297,0,-742022,7178371
test,1308,123.30275,-25,68,-27.13759194,-0.010495108,-0.667991099,189.9567926,189.9567926,217.8963886,189.9567926,39.7614436,39.7614436,42.27167366,42.27167366,439.3375,1,2645.4725,2455.69725,1520.93575,2088.919625,1798.679745,44.24694709,0.011443344,0.011401871,0.010769338,0.010769338,-16.14132159,2.060662324,66.42461885,1789.205042,0,-685687,7183421
test,1309,123.85321,-25,68,-34.14860961,-0.011381207,-0.72003753,189.2364787,189.2364787,218.2452866,189.2364787,39.82261427,39.82261427,42.69970071,42.69970071,435.4222,1,2641.204135,2456.736235,1529.15136,2093.9679,1805.032008,36.32930999,0.011490398,0.011446324,0.010731256,0.010731256,4.01362504,2.073660536,67.3820569,1791.962203,0,-629423,7188226
test,1310,124.40367,-25,68,-25.95298721,-0.010732101,-0.710707641,190.0731172,190.0731172,218.0922168,190.0731172,39.75655861,39.75655861,43.29144563,43.29144563,440.5,1,2637.626145,2458.662845,1537.95872,2088.4633,1813.838221,32.85606071,0.022710029,0.022653107,0.02079898,0.02079898,83.42790049,2.051238473,68.23517432,1797.229269,0,-573226,7192788
test,1311,124.95413,-25,68,-12.22764328,-0.009652528,-0.726269699,190.0097938,190.0097938,218.1581183,190.0097938,39.52701674,39.52701674,44.3464025,44.3464025,476.8650999,1,2635.18348,2462.860105,1549.94499,2067.291215,1823.536786,148.6578004,0.031902388,0.031811978,0.028442725,0.028442725,158.1403489,1.937725341,69.05035673,1798.447776,0,-517094,7197109
test,1312,125.50459,-25,68,-11.21103824,-0.008923094,-0.819920044,189.7464745,189.7464745,218.2726813,189.7464745,39.26109789,39.26109789,45.50562872,45.50562872,465.7646999,1,2632.997705,2467.557375,1562.630815,2042.67411,1833.935199,287.6083879,0.032136771,0.032071428,0.027601305,0.027601305,143.4980795,1.720505016,68.58334882,1798.777281,0,-461023,7201190
test,1313,126.05505,-25,68,-14.18280217,-0.008576647,-0.929567955,188.4013895,188.4013895,218.6504506,188.4013895,38.79320668,38.79320668,47.3799454,47.3799454,437.894,1,2632.722475,2474.438125,1578.318925,2003.59145,1844.142188,170.6603194,0.032505966,0.032443087,0.026441334,0.026441334,29.75918543,1.447091666,67.78811104,1795.512486,0,-405009,7205033
test,1314,126.6055,-25,68,-42.64966417,-0.007962888,-0.908196927,186.8456766,186.8456766,218.7500456,186.8456766,38.31899402,38.31899402,49.03426043,49.03426043,456.16,1,2632.65825,2481.84625,1594.21775,1964.7205,1852.053832,66.33096797,0.03290861,0.032872165,0.025492792,0.025492792,-91.98661559,1.205265699,65.08803058,1792.314325,0,-349051,7208640
test,1315,127.15596,-25,68,-58.1466286,-0.006620995,-0.781467897,184.4014859,184.4014859,217.6764403,184.4014859,37.81807551,37.81807551,49.76086746,49.76086746,416.2152,1,2633.48394,2491.4793,1611.00678,1926.73876,1860.881884,15.21161512,0.033344022,0.033338831,0.024932818,0.024932818,-152.8595651,1.058411395,62.87715666,1789.396894,0,-293142,7212011
test,1316,127.70642,-25,68,-40.83499715,-0.005137373,-0.570464196,181.5451371,181.5451371,216.0585761,181.5451371,37.38940407,37.38940407,49.35938916,49.35938916,463,1,2635.0321,2502.14445,1628.51828,1889.06665,1872.027624,-39.48755508,0.033726276,0.033740276,0.02528902,0.02528902,-148.3604717,1.026057692,61.90385223,1787.998711,0,-237281,7215148
test,1317,128.25688,-25,68,-27.41207701,-0.004309852,-0.402663223,178.0018448,178.0018448,213.5335962,178.0018448,37.08114677,37.08114677,47.07773221,47.07773221,570.3284001,1,2637.7844,2514.5298,1647.23392,1851.9106,1884.633962,-100.1532031,0.028625576,0.028656472,0.022539466,0.022539466,-114.9027917,1.082806271,60.81514073,1789.132657,0,-181464,7218052
test,1318,128.80734,-25,68,-18.4334416,-0.004816956,-0.390276345,177.012036,177.012036,211.4030522,177.012036,36.93577928,36.93577928,45.92554952,45.92554952,650.3212,1,2641.30505,2527.99084,1667.33259,1815.83024,1898.909569,-117.2160227,0.027074065,0.027119407,0.021920886,0.021920886,-84.30058121,1.176606474,59.59453415,1788.995299,0,-125688,7220725
